FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
68	18959	279	228	992	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
69	19238	259	279	547	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
70	19497	857	323	490	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
71	20354	638	290	574	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
72	21511	718	323	491	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
73	22228	399	557	297	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
74	22627	279	829	567	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
75	22906	160	586	445	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
76	23066	179	541	284	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
77	23245	239	300	504	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
78	23484	439	215	590	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
79	23923	299	301	491	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
80	24222	279	339	479	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
81	24501	199	754	306	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
82	24701	299	487	228	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
83	25000	299	873	216	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
84	25299	279	903	588	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
85	25578	319	845	590	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
86	25897	120	663	766	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
87	26017	319	555	790	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
88	26335	160	372	850	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
89	26495	219	301	550	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
90	26714	399	311	499	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
91	27113	279	838	226	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
92	27392	379	558	231	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
93	27771	240	332	451	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
94	28010	199	314	488	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
95	28210	319	263	509	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
96	28529	419	298	504	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
97	29705	917	191	602	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
98	30622	239	77	920	ScreenRec
99	30861	379	621	654	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
100	31240	140	451	489	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
101	31380	359	447	426	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
102	31738	180	271	494	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
103	31918	379	441	404	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
104	32296	200	743	481	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
105	32496	398	458	394	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
106	32895	199	520	224	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
107	33094	219	489	172	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
108	33313	219	418	89	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
109	33533	140	232	55	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
110	33672	160	425	390	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
111	33832	299	261	488	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
112	34131	259	734	440	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
113	34390	179	672	245	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
114	34569	179	525	215	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
115	34749	259	454	271	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
116	35008	160	285	112	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
117	35168	179	320	98	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
118	35347	179	527	90	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
119	35526	319	984	83	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
120	35846	399	1001	39	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
121	36244	219	1085	31	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
122	36463	239	1017	40	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
123	36862	180	948	899	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
124	37042	339	947	962	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
125	37381	179	994	130	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
126	37560	7855	1003	40	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
127	45415	239	986	108	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
128	45655	219	920	921	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
129	45874	458	970	979	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
130	46332	239	515	897	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
131	46572	219	333	957	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
132	46791	339	380	340	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
133	47130	199	501	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
134	47329	200	552	233	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
135	47529	259	733	233	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
136	47788	239	817	569	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
137	48027	199	746	492	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
138	48226	159	615	384	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
139	48386	199	561	223	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
140	48585	140	502	190	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
141	48725	199	324	129	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
142	48924	219	378	223	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
143	49143	239	602	233	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
144	49383	459	715	246	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
145	49841	239	524	229	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
146	50080	339	388	242	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
147	50420	339	475	231	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
148	50758	179	626	226	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
149	50938	259	723	234	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
150	51197	259	856	237	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
151	51456	180	595	193	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
152	51636	279	506	177	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
153	51915	379	443	219	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
154	52293	559	396	240	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
155	52852	159	285	448	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
156	53011	279	436	423	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
157	53290	1416	375	236	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
158	54706	718	621	237	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
159	55424	219	467	565	ScreenRec
160	55643	139	738	815	ScreenRec
161	55782	957	793	787	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
162	56740	159	619	457	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
163	56899	140	544	260	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
164	57039	578	564	206	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
165	57617	259	851	554	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
166	57876	598	564	196	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
167	58474	160	410	187	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
168	58634	219	288	175	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
169	58853	199	228	180	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
170	59052	140	529	170	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
171	59192	319	479	26	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
172	59511	538	233	10	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
173	60049	319	441	-6	ScreenRec
174	60368	339	865	58	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
175	60707	179	489	84	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
176	60886	219	319	52	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
177	61106	219	510	293	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
178	61325	279	437	298	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
179	61604	299	534	219	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
180	61903	199	338	221	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
181	62102	299	256	261	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
182	62402	319	429	279	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
183	62721	299	460	384	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
184	63020	199	482	492	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
185	63219	339	476	328	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
186	63678	339	427	284	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
187	64017	399	506	304	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
188	64415	319	419	308	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
189	64734	419	440	528	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
190	65153	239	478	494	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
191	65392	439	418	534	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
192	65831	359	456	289	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
193	66190	359	400	301	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
194	66549	458	610	309	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
195	67007	478	471	303	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
196	67486	239	427	286	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
197	67725	319	382	278	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
198	68044	239	425	409	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
199	68283	877	490	422	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
200	69160	658	414	521	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
201	69818	419	441	492	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
202	70237	279	451	297	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
203	70516	339	447	667	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
204	70855	219	458	481	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
205	71074	140	464	238	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
206	71214	199	425	280	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
207	71413	140	390	282	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
208	71553	219	273	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
209	71772	698	194	247	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
210	72470	200	254	267	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
211	72669	219	852	815	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
212	72889	199	821	892	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
213	73088	937	217	259	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
214	74025	199	262	254	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
215	74224	359	192	273	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
216	74584	319	244	267	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
217	74902	498	280	272	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
218	75401	379	814	702	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
219	75780	997	815	871	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
220	76777	299	846	399	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
221	77076	339	852	241	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
222	77414	439	839	391	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
223	77853	159	892	367	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
224	78012	439	821	591	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
225	78451	1416	802	874	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
226	79867	439	868	879	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
227	80305	1934	948	875	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
228	82239	160	670	876	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
229	82399	359	425	880	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
230	82757	459	893	771	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
231	83216	439	968	880	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
232	83655	399	581	540	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
233	84053	140	745	551	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
234	84193	180	803	569	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
235	84373	219	568	478	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
236	84592	159	556	374	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
237	84751	199	528	320	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
238	84951	379	625	297	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
239	85329	220	847	176	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
240	85549	1336	810	137	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
241	86885	299	851	136	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
242	87184	299	1003	63	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
243	87483	479	565	169	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
244	87961	319	817	387	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
245	88280	319	837	332	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
246	88599	120	828	268	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
247	88719	359	824	206	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
248	89078	339	565	376	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
249	89416	219	649	340	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
250	89636	160	657	256	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
251	89795	498	549	166	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
252	90294	179	500	269	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
253	90473	419	427	276	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
254	90892	219	552	387	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
255	91111	199	669	420	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
256	91310	179	488	546	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
257	91490	399	480	581	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
258	91889	199	746	663	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
259	92088	279	815	735	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
260	92367	459	820	627	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
261	92826	299	949	610	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
262	93125	239	998	614	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
263	93364	199	903	404	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
264	93563	419	1005	603	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
265	93982	598	827	602	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
266	94760	419	824	595	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
267	95179	259	976	605	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
268	95437	399	1012	604	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
269	95836	259	916	450	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
270	96095	180	868	396	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
271	96275	379	882	349	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
272	96654	319	914	249	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
273	96973	498	1005	614	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
274	97471	219	818	618	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
275	97690	219	797	698	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
276	98029	539	857	901	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
277	98568	339	798	874	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
