FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
57	24595	399	558	712	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
58	25851	279	891	691	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
59	26130	140	614	694	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
60	27087	359	518	676	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
61	27446	279	336	689	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
62	27725	239	297	696	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
63	27965	179	509	674	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
64	28144	120	419	691	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
65	28503	279	545	620	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
66	28782	399	668	645	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
67	29400	259	570	677	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
68	29659	977	712	700	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.babylon.com/
69	30636	219	1083	867	ScreenRec
70	30855	1176	684	549	ScreenRec
71	32271	23	420	532	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
72	32710	538	710	429	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
73	33248	1136	827	417	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
74	34384	299	874	352	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
75	34683	419	839	287	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
76	35102	239	642	236	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
77	35341	299	516	209	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
78	35640	299	320	115	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
79	35939	379	218	78	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
80	36318	239	403	99	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
81	36557	339	442	111	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
82	36896	199	771	83	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
83	37096	698	989	40	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
84	37793	279	1071	43	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
85	38073	458	850	469	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
86	38531	200	795	629	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
87	38730	498	606	786	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
88	39229	279	746	690	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
89	39508	199	820	629	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
90	39867	180	1037	79	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
91	40046	698	984	42	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
92	40744	917	1065	35	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
93	41661	399	977	44	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
94	42060	199	1048	48	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
95	42259	299	957	89	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
96	42558	239	408	42	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
97	42798	478	973	48	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
98	43276	199	927	374	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
99	43475	219	755	418	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
100	43695	299	685	424	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
101	43994	259	712	394	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
102	44253	200	809	383	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
103	44453	219	453	183	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
104	44672	179	372	108	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
105	44851	299	224	83	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
106	45150	180	382	83	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
107	45330	199	450	92	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
108	45529	219	962	112	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
109	45748	279	730	209	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
110	46027	419	476	242	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
111	46446	399	432	415	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
112	46845	738	268	414	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
113	47702	259	272	457	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
114	47962	379	448	452	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
115	48340	219	739	447	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
116	48560	319	503	658	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
117	48879	458	894	682	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
118	49337	518	802	678	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
119	49855	199	924	856	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
120	50055	279	958	947	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
121	50334	200	350	919	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
122	50533	279	232	906	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
123	50972	259	232	907	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
124	51231	120	496	909	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
125	51351	319	732	747	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
126	51670	219	842	674	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
127	51889	299	878	562	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
128	52188	498	983	944	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
129	52686	179	947	979	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
130	52866	299	974	822	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
131	53165	159	868	954	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
132	53324	180	871	518	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
133	53504	239	869	472	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
134	53743	219	921	497	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
135	53963	279	768	404	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
136	54401	837	726	386	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
137	55238	279	854	499	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
138	55518	279	904	651	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
139	55797	259	809	662	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
140	56056	219	696	737	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
141	56275	299	441	508	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
142	56574	239	701	431	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
143	56814	279	780	266	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
144	57093	199	517	236	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
145	57292	319	382	301	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
146	57611	199	427	317	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
147	57810	1854	270	408	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
148	59664	219	770	511	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
149	59884	399	910	640	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
150	60283	279	872	503	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
151	60562	200	937	532	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
152	60761	359	902	638	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
153	61120	219	1170	903	No media
154	61339	120	1130	887	ScreenRec
155	62236	299	480	437	ScreenRec
156	62535	179	477	286	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
157	62715	239	365	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
158	62954	399	693	179	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
159	63353	319	915	247	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
160	63672	399	706	301	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
161	64071	1455	676	402	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
162	65526	319	823	283	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
163	65845	618	863	244	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
164	66463	279	457	403	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
165	66742	518	431	507	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
166	67261	498	462	528	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
167	67759	199	315	524	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
168	67958	638	418	524	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
169	68596	299	343	679	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
170	68895	180	261	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
171	69075	299	409	523	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
172	69374	499	771	407	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
173	70012	339	396	513	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
174	70351	239	445	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
175	70590	259	300	555	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
176	70849	319	416	531	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
177	71627	379	428	510	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
178	72245	359	305	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
179	72604	379	448	547	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
180	72983	339	457	734	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
181	73321	518	428	511	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
182	73840	219	636	463	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
183	74059	1117	446	492	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
184	75335	1495	444	511	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
185	76830	159	402	432	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
186	76990	419	425	326	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
187	77408	219	325	323	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
188	77628	399	542	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
189	78027	459	857	780	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
190	78485	160	973	766	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
191	78645	299	426	914	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
192	78944	299	244	943	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
193	79243	359	345	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
194	79602	279	659	20	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
195	79881	219	618	22	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
196	80100	179	517	12	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
197	80280	279	725	17	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
198	80698	199	713	24	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
199	81057	140	722	49	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
200	81197	199	823	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
201	81396	558	719	43	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
202	82114	2831	712	11	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
203	84945	199	595	212	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
204	85144	200	676	201	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
205	85344	199	341	114	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
206	85543	220	245	62	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
207	85762	917	804	104	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
208	86679	498	759	222	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
209	87178	458	670	140	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
210	87636	279	881	355	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
211	87915	1237	773	228	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
212	89152	378	649	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
213	89530	239	735	260	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
214	89770	279	672	453	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
215	90049	179	308	447	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
216	90228	120	205	421	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
217	90348	279	197	664	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
218	90627	140	201	785	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
219	90766	120	248	642	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
220	90886	279	488	699	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
221	91165	379	534	744	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
222	91544	379	493	743	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
223	91923	379	546	745	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
224	92302	419	588	747	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
225	92720	299	639	752	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
226	93199	459	674	747	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
227	93797	897	682	777	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
228	94694	598	555	742	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
229	95292	359	748	749	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
230	95651	319	611	548	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
231	95970	438	606	662	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
232	96409	339	694	446	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
233	96747	379	846	488	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
234	97126	240	709	435	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
235	97366	219	253	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
236	97585	539	204	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
237	98123	399	257	562	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
238	98522	239	463	375	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
239	98761	618	843	324	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
240	99379	538	212	777	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
241	100117	279	199	797	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
242	100396	259	305	819	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
243	100655	558	172	819	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
244	101214	399	200	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
245	101732	100	193	889	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
246	101832	239	226	737	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
247	102210	100	104	1071	ScreenRec
248	102310	140	190	862	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
249	102450	438	386	857	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
250	102888	319	331	810	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
251	103207	299	373	801	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
252	103506	459	427	799	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
253	104144	399	512	506	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
254	104543	498	338	750	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
255	105041	319	256	739	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
256	105361	877	220	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
257	106238	299	917	792	ScreenRec
258	106537	538	811	482	ScreenRec
259	107075	199	615	398	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
260	107274	418	604	225	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
261	107693	499	887	269	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
262	108191	977	755	325	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
263	109168	299	820	337	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
264	110046	379	481	690	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
265	110425	319	827	368	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
266	110743	339	847	327	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
267	111082	199	422	487	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
268	111282	299	238	412	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
269	111581	219	607	556	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
270	111800	279	922	754	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
271	112079	180	919	826	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
272	112259	179	840	825	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
273	112438	339	852	598	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
274	112777	239	942	534	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
275	113016	299	909	248	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
276	113315	259	639	205	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
277	113575	638	280	172	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
278	114213	618	590	181	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
279	114831	279	835	291	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
280	115110	199	336	493	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
281	115309	219	227	424	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
282	115528	359	614	451	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
283	115887	818	870	478	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
284	116844	219	852	647	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
285	117064	259	425	562	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
286	117323	219	571	502	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
287	117542	339	499	517	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
288	117881	598	552	520	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
