FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
289	118479	279	241	582	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
290	118758	279	198	408	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
291	119037	299	587	473	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
292	119336	239	249	612	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
293	119576	259	196	594	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
294	120094	698	353	606	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
295	120931	239	240	573	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
296	121171	219	513	530	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
297	121549	279	509	639	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
298	121829	259	508	553	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
299	122088	438	642	477	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
300	122526	399	643	414	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
301	122925	299	329	573	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
302	123224	478	188	597	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
303	123703	199	312	574	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
304	123902	219	336	496	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
305	124121	478	497	494	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
306	124600	259	243	525	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
307	124859	359	533	748	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
308	126016	99	863	317	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
309	126115	299	948	326	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
310	126414	319	885	574	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
311	126733	319	893	492	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
312	127052	219	722	386	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
313	127271	479	891	734	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
314	127750	279	963	862	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
315	128029	239	849	867	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
316	128268	180	818	665	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
317	128448	339	817	569	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
318	128786	259	880	552	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
319	129046	439	837	702	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
320	129484	279	828	607	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
321	129763	339	797	558	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
322	130102	339	865	730	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
323	130441	239	808	740	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
324	130681	219	612	418	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
325	130900	299	379	191	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
326	131199	220	748	360	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
327	131418	478	796	504	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
328	131897	319	477	279	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
329	132216	459	209	105	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
330	132674	399	619	236	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
331	133073	279	546	282	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
332	133571	200	655	131	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
333	133771	678	719	70	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
334	134449	518	692	98	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
335	134967	279	429	210	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
336	135246	120	135	182	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
337	135625	279	441	143	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
338	135904	439	165	181	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.bbc.co.uk/
339	136343	379	465	457	ScreenRec
340	136721	140	340	307	ScreenRec
341	136861	419	-153	254	ScreenRec
342	137280	279	282	142	ScreenRec
343	137559	199	522	230	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
344	137758	219	237	159	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
345	138117	159	290	222	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
346	138556	120	312	220	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
347	138675	299	331	269	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
348	138974	399	770	464	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
349	139373	259	678	362	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
350	139632	239	366	134	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
351	139872	299	270	70	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
352	140171	598	239	19	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
353	140769	259	425	354	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
354	141028	239	548	220	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
355	141267	399	491	57	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
356	141666	279	607	206	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
357	141945	458	883	284	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
358	142403	519	961	380	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
359	142922	199	527	399	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
360	143121	339	400	286	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
361	143460	199	256	196	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
362	143660	440	329	182	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
363	144100	258	216	226	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
364	144357	419	490	283	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
365	144776	917	681	295	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
366	145693	439	916	372	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
367	146132	419	371	275	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
368	146551	239	229	263	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
369	146790	159	225	341	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
370	147069	319	222	348	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
371	147388	279	488	351	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
372	147667	379	669	327	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
373	148046	280	518	286	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
374	148325	299	456	412	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
375	148624	1435	396	439	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
376	150219	299	419	428	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
377	150518	1954	510	439	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
378	152472	319	599	427	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
379	153010	1515	607	443	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
380	154525	1156	712	432	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
381	156061	1196	731	443	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
382	157436	279	706	445	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
383	157875	259	717	416	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
384	158134	578	617	384	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
385	158712	558	628	425	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
386	159430	180	683	439	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
387	159809	100	858	503	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
388	159908	140	858	456	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
389	160048	319	527	450	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
390	160367	439	627	414	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
391	160806	1176	644	448	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
392	161982	299	882	437	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
393	162281	199	973	398	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
394	162480	180	922	323	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
395	162660	399	345	175	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
396	163059	299	437	290	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
397	163357	279	367	126	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
398	163637	160	335	98	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
399	163796	458	236	96	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
400	164255	200	461	550	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
401	164454	179	442	511	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
402	164634	618	395	537	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
403	165252	219	448	554	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
404	165610	419	407	536	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
405	166029	499	447	546	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
406	166528	1336	504	551	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
407	167863	718	559	551	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
408	168581	439	606	552	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
409	169139	239	619	538	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
410	169538	1176	594	540	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
411	170715	319	513	546	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
412	171033	279	588	336	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
413	171313	857	817	230	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
414	172170	399	826	151	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
415	172569	957	1009	370	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
416	173526	239	845	357	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
417	173765	319	549	280	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
418	174084	299	436	289	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
419	174383	339	315	91	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
420	174861	299	479	131	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
421	175160	598	541	449	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
422	175759	299	550	334	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
423	176057	159	876	410	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
424	176337	80	1058	492	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
425	176715	259	961	436	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
426	176974	299	679	336	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
427	177274	219	516	295	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
428	177493	219	675	394	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
429	177712	259	711	429	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
430	177971	299	443	423	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
431	178270	339	235	349	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
432	178609	359	192	451	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
433	178968	219	238	569	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
434	179188	259	853	449	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
435	179447	538	1041	479	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
436	179985	259	974	274	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
437	180244	259	918	95	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
438	180504	299	550	26	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
439	180803	558	274	148	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
440	181361	459	211	201	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
441	181819	239	251	198	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
442	182059	219	215	267	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
443	182278	219	271	250	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
444	182497	200	230	271	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
445	182697	159	463	517	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
446	182856	299	880	562	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
447	183155	199	949	472	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
448	183354	219	961	412	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
449	183574	379	219	443	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
450	183953	439	204	373	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
451	184511	139	202	443	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
452	184650	319	205	611	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
453	184969	259	272	574	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
454	185229	260	211	554	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
455	185488	378	204	405	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
456	185867	618	192	636	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
457	186485	299	211	562	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
458	186784	259	279	580	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
459	187182	319	244	499	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
460	187501	339	811	546	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
461	187840	199	866	730	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
462	188040	319	813	699	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
463	188359	239	926	273	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
464	188598	180	910	232	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
465	188777	199	821	224	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
466	188977	359	849	317	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
467	189336	199	893	351	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
468	189535	180	963	130	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
469	189714	259	1005	76	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
470	189974	179	1056	141	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
471	190153	778	998	215	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
472	190931	877	816	157	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
473	191808	280	849	171	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
474	192207	120	765	214	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
475	192326	279	837	192	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
476	192605	239	913	184	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
477	192845	778	984	207	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
478	193622	837	964	253	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
479	194459	379	585	222	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
480	195018	558	855	221	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
481	195576	1077	812	222	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
482	196653	399	485	427	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
483	197051	179	591	433	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
484	198028	100	537	319	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
485	198128	419	900	250	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
486	198547	180	768	354	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
487	198726	1794	703	401	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
488	200520	797	607	442	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
489	201318	459	700	408	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
490	201777	319	610	399	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
491	202095	558	515	434	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
492	203671	458	406	471	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
493	204129	219	601	418	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
494	204348	319	458	244	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
495	204667	179	556	150	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
496	205066	439	740	381	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
497	205505	259	440	582	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
498	205764	219	541	599	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
499	205983	718	706	309	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
500	206701	797	699	261	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
501	207498	280	740	327	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
502	207778	299	424	583	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
503	208077	239	524	630	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
504	208316	339	805	625	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
505	208655	239	948	226	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
506	208894	179	992	134	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
507	209073	199	988	41	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
508	209273	379	920	39	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
509	209652	299	668	21	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
510	210090	359	771	297	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
511	210449	159	742	355	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
512	210609	1057	666	388	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
513	211825	359	669	384	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
514	212184	498	657	421	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
515	213579	439	607	375	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
516	214018	658	724	373	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
517	214676	578	686	400	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
518	215254	419	769	406	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
519	215673	503	619	379	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
520	216176	394	672	241	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
521	216570	459	922	261	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
522	217028	538	1006	216	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
523	217567	419	1151	180	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
524	217986	438	980	189	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
525	218424	319	576	141	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
526	218743	339	869	89	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
527	219082	299	941	64	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
528	219381	379	691	251	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
529	219760	339	890	267	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
530	220099	199	806	540	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
531	220298	319	730	711	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
532	220617	199	377	707	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
533	220816	319	318	703	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
534	221135	538	295	499	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
535	221674	319	334	683	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
536	222172	99	253	737	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
537	222272	239	319	689	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
538	222710	259	463	695	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
539	222970	897	345	696	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
540	223867	1116	513	700	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
541	224983	478	561	700	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
542	225462	419	717	698	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
543	226140	299	795	695	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
544	226439	219	705	687	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
545	226658	1097	924	692	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
546	227754	417	977	690	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
547	228171	700	908	711	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
548	228871	399	892	750	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
549	229270	299	932	696	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
550	229569	498	936	608	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
551	230546	100	617	583	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
552	230645	140	837	645	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
553	230924	199	895	573	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.babylon.com/
554	231124	379	742	665	ScreenRec
555	231503	239	1188	788	ScreenRec
556	231742	1256	641	298	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
557	232998	199	578	454	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
558	233197	339	299	435	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
559	233536	359	932	296	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
560	233895	219	603	216	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
561	234115	299	342	171	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
562	234413	299	303	165	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
563	234713	518	562	120	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
564	235231	459	934	55	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
565	235690	319	739	232	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
566	236008	399	583	252	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
567	236407	279	439	154	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
568	236686	957	470	120	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
