FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
278	83825	259	450	317	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
279	84084	618	399	330	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
280	84702	199	-984	1590	ScreenRec
281	84901	140	1116	-397	ScreenRec
282	85041	120	517	521	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
283	85320	60	604	641	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
284	87693	100	566	258	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
285	87792	239	416	302	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
286	88032	120	587	297	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
287	88151	578	400	316	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
288	88729	877	446	316	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
289	89607	798	516	328	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
290	90404	459	570	309	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
291	90863	299	386	324	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
292	91162	319	550	161	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
293	91481	379	640	298	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
294	91860	259	464	277	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
295	92119	219	570	278	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
296	92338	319	650	270	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
297	92657	259	547	165	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
298	92916	259	696	393	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
299	93175	259	210	225	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
300	93435	179	190	342	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
301	93614	219	468	427	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
302	93834	219	265	282	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
303	94053	419	419	498	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
304	94472	598	539	310	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
305	95070	259	455	524	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
306	95329	419	395	515	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
307	95748	259	606	415	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
308	96007	199	544	392	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
309	96206	399	612	306	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
310	96605	399	547	175	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
311	97003	339	459	261	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
312	98578	239	524	309	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
313	98818	179	559	153	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
314	98997	120	902	-537	ScreenRec
315	99835	339	1332	-24	ScreenRec
316	100174	399	1221	-88	ScreenRec
317	100572	299	510	237	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
318	100871	139	411	313	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
319	101011	279	309	140	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
320	101290	319	272	73	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
321	101609	240	254	311	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
322	101849	159	449	316	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
323	102008	239	213	279	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
324	102247	339	614	292	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
325	102586	279	435	295	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
326	102865	219	572	372	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
327	103084	159	516	596	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
328	103244	259	433	495	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
329	103503	518	372	504	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
330	104021	639	388	561	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
331	104660	119	460	525	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
332	104998	1256	501	533	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
333	106255	159	554	554	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
334	106414	140	553	519	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
335	106553	578	592	529	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
336	107132	538	372	498	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
337	107670	439	401	548	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
338	108109	359	394	490	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
339	108468	159	387	448	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
340	108627	339	547	397	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
341	108966	299	400	503	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
342	109265	418	538	422	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
343	109684	439	433	521	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/uk.yahoo.com/
344	110242	239	530	373	ScreenRec
345	110481	339	83	592	ScreenRec
346	110820	193	660	388	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
347	111013	206	82	583	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
348	111219	159	52	631	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
349	111378	259	464	316	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
350	111637	439	391	503	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
351	112076	319	539	207	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
352	112395	319	401	511	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
353	112714	259	536	514	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
354	112973	259	417	524	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
355	113232	219	522	225	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
356	113452	319	571	215	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
357	113771	359	921	488	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
358	114129	299	841	388	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
359	114429	498	907	348	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
360	114927	439	957	386	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
361	115366	279	913	374	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
362	115645	239	800	305	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
363	115884	199	504	214	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
364	116083	419	904	385	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
365	116502	140	792	326	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
366	116641	239	375	356	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
367	116881	259	254	503	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
368	117140	219	904	349	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
369	117359	957	828	305	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
370	118316	179	802	340	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
371	118496	319	906	351	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
372	118815	259	811	318	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
373	119074	219	1016	337	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
374	119293	259	829	325	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
375	119552	239	910	348	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
376	119792	279	815	355	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
377	120071	379	406	356	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
378	120449	140	958	403	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
379	120589	598	922	388	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
380	121187	419	979	386	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
381	121606	220	797	397	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
382	121826	359	452	412	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
383	122184	239	501	394	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
384	122423	180	727	621	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
385	122603	199	859	743	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
386	122802	199	326	297	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
387	123001	299	170	432	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
388	123300	319	250	205	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
389	123620	199	201	189	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
390	123819	319	238	226	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
391	124138	219	291	182	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
392	124357	199	328	187	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
393	124557	379	200	277	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
394	124935	239	560	201	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
395	125175	259	457	285	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
396	125434	199	420	388	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
397	125852	100	466	465	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
398	125952	299	877	746	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
399	126251	279	805	865	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
400	126530	239	768	898	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
401	126770	179	887	885	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
402	126949	179	943	888	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
403	127128	419	459	543	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
404	127547	219	541	526	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
405	127766	538	583	513	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
406	128305	259	409	539	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
407	128564	239	858	793	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
408	128803	319	798	873	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
409	129122	280	866	886	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
410	129402	239	929	882	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
411	129641	438	892	700	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
412	130079	160	845	738	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
413	130239	279	778	934	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
414	130518	479	925	918	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
415	130996	219	855	779	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
416	131216	359	892	722	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
417	131574	319	923	741	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
418	131893	299	831	727	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
419	132192	658	922	873	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
420	132850	359	880	738	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
421	133209	379	943	764	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
422	133588	538	897	804	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
423	134126	638	974	791	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
424	134764	379	927	765	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
425	135143	259	452	893	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
426	135402	239	391	891	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
427	135642	199	352	411	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
428	135841	140	498	647	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
429	135981	179	487	272	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
430	136160	299	409	186	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
431	136459	179	585	394	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
432	136639	319	382	400	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
433	136957	219	391	439	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
434	137177	359	250	191	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
435	137536	359	421	396	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
436	137895	199	615	396	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
437	138094	279	491	391	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
438	138373	140	223	176	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
439	138513	179	238	209	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
440	138692	239	307	197	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
441	138931	558	493	152	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
442	139489	279	589	174	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
443	139769	239	707	138	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
444	140008	877	456	184	http://emine.ncc.metu.edu.tr/survey/web/pages/http/uk.yahoo.com/
445	140885	399	-128	785	ScreenRec
446	141284	240	368	235	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
447	141523	259	768	352	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
448	141782	179	374	345	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
449	141962	299	754	811	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
450	142261	259	474	459	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
451	142520	259	809	293	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
452	142779	339	354	467	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
453	143118	120	-507	1222	ScreenRec
454	143238	160	597	490	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
455	145191	100	577	513	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
456	145291	219	392	447	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
457	145511	139	612	818	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
458	145850	139	265	782	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
459	145989	219	792	574	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
460	146208	239	868	302	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
461	146448	220	956	819	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
462	146668	239	738	820	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
463	146906	219	693	769	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
464	147125	179	363	446	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
465	147305	140	330	472	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
466	147445	239	412	481	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
467	147684	259	412	527	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
468	147943	219	467	522	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
469	148162	239	471	469	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
470	148401	518	407	487	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
471	148920	658	467	469	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
472	149578	319	246	852	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
473	149897	219	260	741	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
474	150116	179	513	757	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
475	150295	399	253	751	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
476	150694	279	724	752	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
477	150973	179	718	704	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
478	151153	279	498	721	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
479	151432	279	408	456	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
480	151711	199	222	782	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
481	151910	179	451	509	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
482	152090	299	411	513	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
483	152389	319	457	521	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
484	152708	798	434	473	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
485	153505	279	441	525	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
486	153784	299	799	307	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
487	154084	159	854	124	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
488	154243	220	1008	351	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
489	154463	558	826	308	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
490	155021	199	356	473	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
491	155220	259	817	314	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
492	155479	239	744	457	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
493	155718	200	991	400	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
494	155918	359	671	372	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
495	156277	319	914	503	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
496	156596	119	833	311	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
497	156835	339	804	201	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
498	157174	259	782	440	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
499	157433	299	377	295	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
500	157732	279	843	226	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
501	158011	180	988	359	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
502	158191	199	708	354	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
503	158390	120	846	304	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
504	158869	179	770	377	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
505	159048	219	678	400	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
506	159387	359	859	316	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
507	159746	279	689	385	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
508	160025	319	987	371	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
509	160344	459	689	392	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
510	160802	678	269	779	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
511	161480	239	754	347	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
512	161720	199	904	289	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
513	161919	279	885	843	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
514	162198	200	955	755	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
515	162397	199	512	325	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
516	162597	219	366	461	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
517	162816	299	935	819	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
518	163115	299	361	479	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
519	163414	159	919	829	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
520	163574	299	1003	862	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
521	163873	339	946	782	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
522	164212	339	992	792	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
523	164551	219	527	740	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
524	164770	239	479	742	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
525	165009	219	514	722	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
526	165228	239	488	872	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
527	165468	219	328	478	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
528	165687	399	286	522	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
529	166086	159	734	777	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
530	166245	219	703	690	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
531	166464	219	785	708	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
532	166684	239	700	713	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
533	166923	219	225	879	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
534	167142	179	276	877	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
535	167322	299	265	743	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
536	167621	200	552	98	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
537	167820	239	813	41	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
538	168060	179	953	39	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
539	168239	319	321	321	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
540	168558	159	315	476	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
541	168717	379	280	527	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
542	169096	439	320	455	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
543	169535	239	218	793	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
544	169774	379	268	849	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
545	170153	179	269	716	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
546	170332	399	997	787	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.apple.com/
547	170731	539	796	689	ScreenRec
548	171269	259	533	440	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
549	171528	319	441	133	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
550	171847	279	280	167	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
551	172127	259	283	23	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
552	172386	179	856	205	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
553	172565	259	936	305	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
554	172824	239	509	120	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
555	173064	279	462	104	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
556	173343	199	695	113	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
557	173542	179	602	111	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
558	173722	140	808	113	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
559	173861	678	292	177	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
560	174539	159	673	137	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
561	174698	239	311	176	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
562	174938	239	274	197	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
563	175177	179	758	315	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
564	175356	279	950	296	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
565	175636	259	559	469	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.avg.com/us-en/index.html
